overall,voteBinary,verified,reviewTime,asin,style,reviewText,summary,image,vote,review_num_noun,review_num_verb,review_num_adj,review_num_adv,review_num_adp,review_num_propn,summary_num_noun,summary_num_verb,summary_num_adj,summary_num_adv,summary_num_adp,summary_num_propn,review_num_length,summary_num_length
4,1,True,"04 11, 2014",1118461304,{'Format:': ' Kindle Edition'},A compelling book about why we should not be afraid to ask for help from the strangers around us. Unexpected ideas can develop that enhance our talents.,Strangely Interesting,0,2.0,5,3,3,0,4,0,0,0,1,1,0,0,27,2
5,1,False,"03 20, 2014",1118461304,{'Format:': ' Hardcover'},"Alan Gregerman's consulting work and writings have helped me and many fellow executives keep our businesses competitive through enhancing our innovation capabilities.  In his most recent book, The Necessity of Strangers, Alan gives us additional pathways and processes to boost the quantity and quality of innovation in our organizations.  I used Alan's insights to enhance my efforts at Marriott International and the Cheesecake Factory Incorporated and will continue to refer to Alan's insights to assist me in my future professional endeavors.
Mike Jannini",The Power of Innovation,0,3.0,18,10,7,1,8,14,0,0,0,0,1,2,83,4
4,0,False,"02 27, 2014",1118461304,{'Format:': ' Hardcover'},"So refreshing to read something that provides unique insights into a subject area few authors have dared to explore. The authors young daughter piqued his interest in the subject and launched this noble literary endeavor. In an age that seems to be enamored in what we have in common - The Necessity of Strangers provides a landscape of confirmation about the value of the unfamiliar, difference, and things strange. A book that would be of interest to management consultants, marketing types and those involved in learning professions of all types. Like I said, I adored this work. I believe you will too.",Adored this book,0,0,23,14,10,2,13,2,1,1,0,0,0,0,102,3
4,0,False,"01 30, 2014",1118461304,{'Format:': ' Hardcover'},"In this book, the author argues that strangers are an essential part of innovation and that to truly cultivate creativity and innovation we need to be open to new ideas, meeting strangers and learning from different cultures and disciplines outside of our own culture or discipline. The author illustrates this point through a variety of case studies in both business and everyday life to demonstrate how contact with strangers can be helpful for sparking innovation. While the case studies are interesting the author doesn't really explain how to implement these ideas. This is a good book to read to inspire you to be open to learning from other people, but while the author provides a couple of ideas on how to do that, for the most part what he discusses is shared as ideas as opposed to really examining how to implement these ideas meaningfully.  Still I recommend reading this book to challenge yourself to be more open to new ideas.",Why strangers make innovation occur,0,0,37,22,14,6,17,0,2,2,0,0,0,0,161,5
5,0,False,"01 18, 2014",1118461304,{'Format:': ' Hardcover'},"What a great title this book has, The Necessity of Strangers! If you read Jared Diamonds book ""Guns, Germs, and Steel"", and then read this book, youll get a much better appreciation why this title matters in todays world. Its about exploring, connecting with new people and ideas, and to combine these ideas to create new, and to grow intellectually, spiritually, and wealth. The World as we know it didn't happen overnight.","we're all born a stranger, let's get to know one another",0,0,14,12,4,5,4,6,1,4,0,0,0,0,72,11
4,0,False,"01 17, 2014",1118461304,{'Format:': ' Hardcover'},The title of this book is what caught me and I was hooked from there. This is a great read full of studies and insight into how we work as individuals and as groups. I learned a lot and was impressed with how easy it was to wade into.,insightful read,0,0,8,5,4,1,8,0,0,1,1,0,0,0,49,2
5,0,False,"01 16, 2014",1118461304,{'Format:': ' Hardcover'},This is a well written book that reveals many counterintuitive ideas regarding how we think about those outside out tribe. This is an excellent book to shake up your thinking about social groups.,"Easy to read, counterintuitive",0,0,6,5,5,1,4,0,0,2,1,0,0,0,33,4
4,0,False,"01 15, 2014",1118461304,{'Format:': ' Hardcover'},"Common sense and openmindedness are at the heart of Alan Gregerman's tome in praise of strangers. In clear and affable fashion, Gregerman guides his readers in an almost Socratic manner to embrace the insights and wisdom that are available to us once we look beyond the known.

Oddly -- or fortuitously -- enough, you and I are engaging in one of the practices he suggests in his book. One of the hallmarks of Amazon is its growing library of peer reviews and images. We don't know each other, and yet you paused in your consideration of this book to find out what earlier readers thought about it. And this is not a one-way street; there's every chance that you may use the ""comment"" function to add a question or other thought that would transform this from one person's observations and reflections into a conversation.

Meantime, back to&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Necessity-of-Strangers-The-Intriguing-Truth-About-Insight-Innovation-and-Success/dp/1118461304/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Necessity of Strangers: The Intriguing Truth About Insight, Innovation, and Success</a>. Gregerman begins with context, reviewing reasons for the common mistrust of strangers before illustrating how small even the largest personal network is likely to be. The nod to Socratic method begins with him asking readers to think about effective ways of gathering information, improving product, and thoroughly understanding our underlying mindset -- why we think the way we do, and how we can stretch ourselves beyond the status quo.

After exploring context, which he calls framework, Gregerman asks readers to consider how to translate interacting with strangers from abstract to concrete: using these new relationships to spur innovation, collaboration, leadership, and customers, both existing and new (yet more ""strangers""). Before setting us loose on a newly inviting world, Gregerman provides a succinct toolkit of strategies and techniques that we can begin using in everyday situations, as well as ways to spur our thinking and reflection.

He makes many thought-provoking points, and I believe they are best read in sequence. In fact, if you have an e-reader, you may want to buy the digital version so that you can highlight and annotate particularly salient thoughts.

However, it is worth touching on the four guiding principles that are at the heart of this book. ""Humility--the belief that we don't know everything and that we can always be better at the things that matter most. Curiosity--our innate gift for being open to new ideas, new people, and new possibilities. Respect--the belief that everyone matters and that we learn and grow by engaging other people on their own terms. Purpose--our reason for being that guides our efforts to learn and grow.""

Although most of  Gregerman's examples and prescriptions deal with the workplace, they are readily applicable to life beyond the office, and even to one's own reflective practice. Indeed, one of the overarching principles is to seek out differences -- different outlooks, different areas of expertise, and even different lands -- and almost immediately to build human bridges of commonality. Particularly dear to my heart is his repeated statement that travel enriches the traveler and brings the world closer. In that vein, if you'd like, please do feel free to treat this review as the start of a conversation.",Friends we have yet to meet,0,0,130,72,46,27,66,21,1,2,0,1,0,0,526,6
3,0,False,"01 11, 2014",1118461304,{'Format:': ' Hardcover'},"The stated premise of the book, that strangers can improve your insight, innovation, and success, is true and is a relevant topic.  Gregerman presents a genial book that I wanted to like. OK, I did like it, but was still left disappointed because it didn't really deliver what it promised.  This isn't really a book about strangers, or being open to the influence of strangers, it's about openmindedness in general.  That's a fine topic too, but one that I have already read and thought extensively about.  That is why I was excited to find a book that would delve deep into one aspect of that -- openmindedness toward strangers.  Alas, this did not deliver.  IF you are looking for a fun and light, but still useful, book on openmindedness, in general, you should be very pleased.  This book offers a shallow look at many dimensions of openmindedness.

Early on, Gregerman writes, ""It may seem counterintuitive that strangers are to be embraced rather than ignored or avoided, but they are a necessity -- precisely because of their differences and what they know that we don't know; their objectivity and ability to be open and honest with us about the things that really matter; and their capacity to challenge us to think very differently about ourselves, the problems we face, and the nature of what is possible.  Finding and engaging the right strangers has the power to make all of us more complete, compelling, innovative, and successful.""  This is exactly what I wanted, but Gregerman doesn't go into details on this.  He basically just tells us to talk with people.  Very general.  Indeed, the first chapter, Necessity, would have made a great article or Kindle Short, as that is where the heart of the idea is.  It's a great chapter in an otherwise average book.

In chapter 4, Innovation, Gregerman tells us to ask ourselves these 8 questions:  What's our best thinking to date?  What's the best thinking in our industry?  What's the best thinking in other industries?  What's the best thinking from popular culture?  What's the best thinking in other cultures?  What's the best insight from nature?  What's the best insight from science?  What are the best possibilities from science fiction?  OK, good questions, and Gregerman gives each a paragraph telling us why it is a good question, but does not give guidance on how to actually answer the questions.

Gregerman really stretches the definition of stranger.  At one point he uses fish as a ""stranger"" and discusses how the schooling behavior of fish led to innovations in accident avoiding cars.  Really, fish as strangers?  Isn't this really about openmindedness in general, and not openmindedness to strangers specifically?  Gregerman explicitly sidesteps the issue of strangers by stating that his approach is ""driven by the reality that in many ways almost all of us are strangers.""  So, are we talking about openness to strangers, or about openness to people in general?  Why did the title of this book not refer to openmindedness rather than strangers?

Some other books also offer insight into what strangers have to offer.  Check out Give And Take, by Adam Grant, which has more to offer than this book does, even though the premise is a bit different.  The Geography of Happiness may also be worth a look, though it is primarily about personal benefit, not business; but of course, these are entwined.  Another book, that Gregerman refers to is Carol Dweck's Mindset: The New Psychology of Success, which is specifically about openmindedness and closemindedness.

Gregerman seems like someone I would love to meet in person and talk with.  Really wish that he had examined the stated topic in more detail so that I could leave a more enthusiastic review.  Gergerman's last paragraph is a good summation of his book, so I present it here.  If this is what you actually want to read about, rather than an in-depth look at strangers, then you should enjoy this book:  ""Use these resources as a starting point for stretching your thinking or as a call to action to look in new places for ideas that could make a real difference to you and your organization.  Then commit to the regular habit of picking up a book or ebook, reading a magazine or blog, or watching a movie or TV show that takes you off of your well-beaten path -- not because everyone else around you is doing so, but because it might take you to a new and remarkable place where the possibility of a breakthrough awaits.""",Fish are strangers?,0,0,146,86,58,50,92,22,2,0,0,0,0,0,757,3
5,1,True,"01 8, 2014",1118461304,{'Format:': ' Hardcover'},"I usually find business books a re-hash of the same old advice, but ""The Necessity of Strangers"" certainly disproves that theory.
Alan Gregerman offers a smart, common sense approach to thinking outside the box and being open to the possibilities all around us. If you want to challenge your thinking on innovation and collaboration, this is the book for you.",A New Twist on Out-of-the Box Thinking,0,2.0,15,6,5,3,8,4,1,0,0,0,2,4,60,7
4,1,False,"01 6, 2014",1118461304,{'Format:': ' Hardcover'},"Seriously! We always get this career advice ""you gotta know the right people"", but no one else ever talked about the ""necessity of strangers"" in a successful professional life. Strangers are a necessity because of their differences and what they know that we don't know.

The author has described his work as Explore, Connect, Innovate, Grow...a simple 4 word approach each of which is self-explanatory in the context of professional growth. It is ""Innovate"" area where strangers can help you most by providing an objective opinion and being able to challenge you to think differently, and drive you out of your comfort zone.

Further, the author compares the small limits of exploring only within your network by comparing the magic number of ""150 active connections of an averagely connected person"" with the overall population of strangers i.e. 7 billion.

Almost all the chapters have some ""key points to remember"" which you may find redundant if you read management and leadership books, but overall the text does not get boring or mundane since there are small stories and anecdotes to draw comparisons and analogies.

However, the key lesson learned is that interaction with strangers will always help you to fill the knowledge gap which you or your own existing network may not be able to fill. So, one need to keep expanding his network and seek their help to innovate and grow.",First 20 pages will convince you to read it full cover to cover,0,2.0,47,35,22,14,19,3,2,3,1,1,0,0,231,13
5,0,False,"01 6, 2014",1118461304,{'Format:': ' Hardcover'},"As church leader, I'm often trying to find new and innovative ways to do things, and I'm fortunate enough to have a near constant stream of ""strangers"" come through the doors of the church each week.  I would love to learn how to utilize this opportunity more effectively.  This book does a great job demonstrating the power of working with strangers as well as giving some terrific practical advice about how to gather ideas and implement them.  A terrific book for leaders in any industry!","Really interesting, great for leaders!",0,0,19,14,9,6,10,0,1,0,2,1,1,0,85,5
4,0,False,"12 30, 2013",1118461304,{'Format:': ' Hardcover'},"As a former job seeker 2 times over, I was told again and again to build my network and rely on that network of friends and close contacts to help me in my job search. It makes a lot of sense and it's what you're told again and again.

Many job seekers in organizations I joined were on LinkedIn, but they didn't want to link to anyone that they did not know well enough that they would not give them a stellar recommendation. The thinking is, don't link in with anyone who might not have a stellar reputation or they might drag down your reputation. I can see that point, but if I met you at a networking event and you seem reasonably nice and helpful, why not link in with you? Why be so suspicious? If I make it clear to others in my network who might inquire about someone I'm linked with, why not be completely candid and say ""I met them in a networking event and they seemed nice, but I haven't worked with them before so I can't vouch for their work habits or reliability"". How often do you really get asked about someone in your LinkedIn network anyway?

This book served to encourage my more open-minded view of growing my network. I wouldn't link with someone I knew nothing about, but if you've met them and have a positive impression why not offer to help them?

It is important to know what this book defines as a ""stranger"" as you begin to read. Most of us think of strangers as someone we know nothing about. The author broadens this to include people we think we know well but really don't. Or someone we know very casually. I wouldn't categorize these types of people as ""strangers"" but I think it makes a better book title to say ""The Necessity of Strangers"" than ""The Necessity of Acquaintances and Strangers"". The latter title would be more accurate, but I guess it doesn't have the concise sizzle for selling books.

The book is an interesting concept. Opening yourself to insights and possibilities offered by people who have been raised in a different environment/culture is a good idea. Even just listening to viewpoints from others could help you consider avenues you did not consider earlier and help lead to greater success in your personal and business life.

All in all, I consider this a good book. It encourages thinking beyond your immediate circles which is good encouragement for those of us who are New Englanders and tend to stick to our circles rather than venturing out and listening to new ideas.",Your best network may not be those you know best,0,0,65,72,29,27,51,8,1,1,1,1,0,0,441,10
4,0,False,"12 29, 2013",1118461304,{'Format:': ' Hardcover'},"Author Alan Gregerman, ([...] a business consultant and adjunct professor at Georgetown University offers eight pages of additional resources at the end of his fascinating book, saying, ""..these books articles, and websites,,,have formed an essential part of the mix that became 'The Necessity of Strangers.' You might say that I started with a large pot and a simple idea, threw in some water, and a few stones, and then wandered around looking for ideas, insights, and perspectives from a world filled with strangers."" As you can tell, he includes the authors of books, articles, and websites, as well as ordinary people he encounters in the course of performing the small and large duties of life, in his definition of stranger inspiration. His business audience (Jossey-Bass) is very familiar with the former. Coming out of MBA programs, they look for help from books and articles all the time. It is the latter source of fresh thinking that they may, apart from surveys and polls. ignore. He also points out the importance of the fact that in many interactions, the parties are strangers. Smart business people take this into consideration and make every effort to establish relevant common ground. This seems obvious, but it is a significantly different way of thinking about customer service, collaboration, personnel relations, technological change, innovation, and leadership. The book is well-written, well-organized, and peppered with interesting examples, but it mainly argues for a change in attitude, and if you are a bottom-line business type looking for a quick, ready-made prescription to solve your problems, you may be disappointed. There are no charts or graphs or results of studies. Instead the author offers a road map and directions to set you off on your own journey. If you accept his challenge, he will be the first of a legion of strangers who will transform the human landscape around you.",A New Way of Looking at the Sources of New Ideas,0,0,83,35,29,12,41,11,1,1,0,0,3,4,311,11
5,0,False,"12 29, 2013",1118461304,{'Format:': ' Hardcover'},"With talk constantly of ""working your network"" and leveraging your friendships, we lose the importance of expanding our friendships beyond a comfort zone:  to strangers.  Strangers are intimidating, may not want to be engaged, but are valuable to expand your universe and world view.

Once I went to a conference (as a junior person) with some executives from my company.  The executives interacted with each other, and with some people who worked at another location for the same company.  I leveraged my contacts to meet others at the conference, and just downright introduced myself to people.  I was far better at solidifying new business contacts than people who had far more experience than I, only because I was more gregarious and wanted to meet others.

Gregerman expands on this concept very well, and points out the many advantages of dealing with ""new blood"" as opposed to the same old people.

Well written with good examples, ""The Necessity of Strangers"" is an important book for someone looking to expand beyond their sphere and learn from, and teach, others.","""A stranger is just a friend I haven't met yet""",0,0,37,27,14,9,28,3,2,1,0,2,0,0,177,10
3,0,False,"12 27, 2013",1118461304,{'Format:': ' Hardcover'},"In  this engaging, readable book, author Gregrerman argues that business and personal growth come when we are open to interacting with strangers. This advice isn't especially new; as the author notes, Granovetter's concept of ""weak ties"" has become familiar. However much I wanted to like this book, I found it hard to identify insights that were truly new and novel and the recommendations, in some cases, impractical.

For instance, on page 26, the author suggests tips to create a plan for success. It's pretty standard: set an objective, develop a plan and so on. One step, ""Find strangers to fill those [knowledge] gaps,"" makes a lot of sense; it's the essential premise of networking. But these days, getting strangers to share information requires fairly sophisticated networking skills.

While the book's premise relates to the importance of strangers, a good part of content is about overcoming resistance to people who might seem to have nothing to teach us. The issue here doesn't seem to be about strangers but about topics related to stereotyping and false appearance. It's important to differentiate true strangers from those we meet in a familiar setting that confers credibility.

Additionally, the people who gain most from dealing with strangers tend to transform the relationship so they're now dealing with friends and personal acquaintances. The stranger factor disappears! For instance, the author describes a meeting with a university administrator who becomes a mentor and advocate. Although the two were strangers initially, they met in a fairly structured situation that was conducive to creating a relationship, and at some early point they stopped being strangers

Perhaps our real challenge is not about breaking down barriers with strangers, but deciding which strangers to approach and how to assess their input. Career changers are urged to seek help from experts in their industry, yet often the ""advice"" they get is inappropriate; however, these people can be valuable as informational resources when approached with carefully designed questions.

In the end, the stranger question becomes both simple and complex. Yes, we will grow by interacting with diverse people who are outside our inner circles. However, sometimes resistance to strangers can help us avoid traps, especially when we're paying or placing ourselves in a vulnerable position.

For instance, the author says he met his wife by connecting with strangers in a particularly clever way - offering a big reward to friends who'd set up an introduction. Sure, these women were strangers, but they were already connected through his own friends, creating an effective filter.

The toolkit at the book's end includes some useful but not entirely novel ideas. In my experience the best way to meet new people in a meaningful is to engage in some new activity. His idea to ""get out of the office"" is a good start, but what about joining a new gym or a new club, trying new networking events, or even taking a class that brings you in contact with people you wouldn't meet otherwise?

Overall the book entertains.  You might have some interesting conversations and talking points when you share the examples But the title leads us to expect something that radically shifts our mindset ... sort of like what happens when we connect with strangers.","Good topic, very entertaining, not truly new and novel",0,0,128,83,47,30,59,2,1,0,4,2,0,0,539,9
5,1,True,"12 24, 2013",1118461304,{'Format:': ' Kindle Edition'},"Very thought provoking. Hits the nail on the head when I look at my own experiences with strangers on airlines, etc. Most of these encounters have been very educational giving me insights I would never have realized. I work with a non-profit organization that continues to benefit from international exposure resulting from a meeting with a reporter while on an airliner.  I would strongly recommend this book to anyone. The fact that I depend on reviews, like this one, to help with my purchases makes his point!
D.Kammer",Best recent book purchase!!,0,5.0,18,14,7,4,14,0,2,0,2,0,0,0,88,4
5,0,False,"12 18, 2013",1118461304,{'Format:': ' Hardcover'},"The insights this book provides are remarkable -- Gregerman delivers actionable advice concisely with a clear, even playful prose. His observations on the importance of spontaneity are thought-provoking and remind me of other books like ""Anti-Fragile.""

Overall, a short but information-packed read! Definitely recommend.",Fantastic Ideas!,0,0,11,6,6,3,5,5,1,0,0,0,0,1,44,2
4,0,False,"12 14, 2013",1118461304,{'Format:': ' Hardcover'},"When I first read through The Necessity of Strangers, it seemed to tell the same old stories about innovation that you see told over and over again. Yet another consultant out there making money telling clients to do this and do that to improve their business, where almost any action will help. Not much unique or valuable about those kinds of consultants.

So after skimming a few chapters I put the book on my unread books pile for a while and moved on to other books. When I picked the book up later, though, I was more impressed. I tried some of the practical suggestions Alan Gregerman gives at the end of his chapters, and they seemed to work. They were more than just gimmicks, but helpful tools.

That said, I'm still not sure which book most readers will experience. The trite rehash or the helpful guidance. Perhaps it's worth reading the book to find out.",My feelings about this book are mixed,0,0,26,24,15,15,17,4,2,0,1,0,1,0,156,7
5,0,False,"12 10, 2013",1118461304,{'Format:': ' Hardcover'},"As children, we were all warned against strangers.  Some of us carried that feat and distrust of people we haven't been introduced to into adulthood.  As business people, this fear and distrust now works against us.  We need to be more open to what we hear from all sources.

Well, Alan Gregeman himself is a stranger to me, but he sure makes sense in his book.  Our friends make up an insignificant percentage of the world's poulation so closing our ears to strangers is closing ourselves to most of the world.

This book makes lots of sense.  Gregeman in a conversational, rather than academic, tone illustrates the value these ""strangers"" hold for us.

This is a book that will open your eyes, ears, and heart to new perspectives and perceptions.  This is a book for all of us and although I'm a stranger to most of you, heed my advice and read this book.  Trust me.",Splendid advice,0,0,38,16,7,6,26,3,1,0,1,0,0,0,156,2
5,0,False,"12 7, 2013",1118461304,{'Format:': ' Hardcover'},"Dr. Gregerman presents an important message for leaders in a range of organizations in an entertaining, motivating format. He forces the reader to challenge basic assumptions about how we develop networks and how to prioritize relationships. It's a great read for those interested in topics from change management to innovation.",Challenging assumptions,0,0,15,5,5,0,9,2,1,1,0,0,0,0,50,2
